company_name,category,description,website,phone,email,detail_url
BENG SAN WHYE KEE MANUFACTURING PTE LTD,Kueh,,,(65) 6264 0812,,https://www.agri-biz.com/company-details/beng-san-whye-kee-manufacturing-pte-ltd/
BENGAWAN SOLO PTE LTD,Confectionery & Pastry Products,,https://bengawansolo.com.sg,(65) 6756 9088,feedback@bengawansolo.com.sg,https://www.agri-biz.com/company-details/bengawan-solo-pte-ltd/
BENTZ JAZ SINGAPORE PTE LTD,Pet Grooming & Services,,https://bentzjaz.com.sg,(65) 6841 2986,,https://www.agri-biz.com/company-details/bentz-jaz-singapore-pte-ltd/
BERIT INTERNATIONAL PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6227 7425,,https://www.agri-biz.com/company-details/berit-international-pte-ltd/
BERO COFFEE SINGAPORE PTE LTD,Agricultural Commodities - Coffee,,https://berocoffee.com.sg,(65) 6221 6991,trade.singapore@nkg.coffee,https://www.agri-biz.com/company-details/bero-coffee-singapore-pte-ltd/
BEST AQUATIC TROPICAL FISH FARM PTE LTD,Fish - Farms,,,(65) 6891 2463,,https://www.agri-biz.com/company-details/best-aquatic-tropical-fish-farm-pte-ltd/
BEST BEAN INTERNATIONAL PTE LTD,Soya Bean Products,,,(65) 6844 2298,,https://www.agri-biz.com/company-details/best-bean-international-pte-ltd/
BEST CHEMICAL CO (S) PTE LTD,Agricultural Chemicals,,https://best-chemical.com,(65) 6755 2400,enquiry@best-chemical.com,https://www.agri-biz.com/company-details/best-chemical-co-s-pte-ltd/
BEST FLORIST,Florists,,,(65) 6292 8128,,https://www.agri-biz.com/company-details/best-florist/
BEST QUALITY FOODSTUFF MANUFACTURING PTE LTD,Confectionery & Pastry Products,,,(65) 6743 0108,,https://www.agri-biz.com/company-details/best-quality-foodstuff-manufacturing-pte-ltd/
BESTARI (S) PTE LTD,Food Products,,,(65) 3157 3370,,https://www.agri-biz.com/company-details/bestari-s-pte-ltd/
BESTCOAT CONTRACT SERVICES PTE LTD,Landscaping - Contract & Maintenance,,,(65) 6752 3005,,https://www.agri-biz.com/company-details/bestcoat-contract-services-pte-ltd/
BETTER 4U HOLDINGS PTE LTD,Ice Cream & Gelato,,,(65) 6440 3644,,https://www.agri-biz.com/company-details/better-4u-holdings-pte-ltd/
BFN FOOD PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6336 4493,,https://www.agri-biz.com/company-details/bfn-food-pte-ltd/
BH FRESH FOOD PTE LTD,Frozen Foods - Distributors & Wholesalers,,,(65) 6268 3323,,https://www.agri-biz.com/company-details/bh-fresh-food-pte-ltd/
BHARAT TRAVEL & TRADING (S) PTE LTD,Fruits & Vegetables - Importers & Exporters,,,(65) 6777 3496,,https://www.agri-biz.com/company-details/bharat-travel-trading-s-pte-ltd/
BHF PTE LTD,Bakeries,,,(65) 6777 3500,,https://www.agri-biz.com/company-details/bhf-pte-ltd/
BIAN BEE COMPANY PRIVATE LIMITED,Food Products,,,(65) 6536 6811,,https://www.agri-biz.com/company-details/bian-bee-company-private-limited/
BIG ASIA TRADING,Fish & Seafood Products - Wholesalers & Traders,,,,,https://www.agri-biz.com/company-details/big-asia-trading/
BIG BOY AQUATIC SUPPLIES,Aquarium Supplies,,,(65) 6546 4326,,https://www.agri-biz.com/company-details/big-boy-aquatic-supplies/
BIG CATCH PTE LTD,Fish & Seafood Products - Wholesalers & Traders,Member of SIAS,,(65) 6549 7030,,https://www.agri-biz.com/company-details/big-catch-pte-ltd/
BIH TAI HUA PTE LTD,Preserved Foods,,,(65) 6448 7521,,https://www.agri-biz.com/company-details/bih-tai-hua-pte-ltd/
BILLY HOUSE INTERNATIONAL PTE. LTD.,Fruits & Vegetables - Importers & Exporters,,,(65) 6256 9430,,https://www.agri-biz.com/company-details/billy-house-international-pte-ltd/
BINAL INTERNATIONAL PTE LTD,Ice Making Equipment & Machines,,,(65) 6281 5770,,https://www.agri-biz.com/company-details/binal-international-pte-ltd/
BIO VECTROL SINGAPORE PTE LTD,Agricultural Chemicals - Pesticides,,,(65) 6872 3515,,https://www.agri-biz.com/company-details/bio-vectrol-singapore-pte-ltd/
BIO-OCEAN PTE LTD,Aquarium Supplies,,,(65) 6242 5775,,https://www.agri-biz.com/company-details/bio-ocean-pte-ltd/
BIOMAX GREEN PTE LTD,Fertilisers - Organic,,,(65) 6274 8606,,https://www.agri-biz.com/company-details/biomax-green-pte-ltd/
BIOWISH PTE LTD,Pollution Control - Deodorizing & Disinfecting Agents,,,(65) 6741 0727,,https://www.agri-biz.com/company-details/biowish-pte-ltd/
BIZBRIDGE RESOURCES PTE LTD,Packaging Materials,,,(65) 6762 5200,,https://www.agri-biz.com/company-details/bizbridge-resources-pte-ltd/
BIZGEN INTERNATIONAL PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6789 2995,,https://www.agri-biz.com/company-details/bizgen-international-pte-ltd/
BL PROVIDORES,Fruits & Vegetables - Wholesalers & Traders,,,(65) 9632 4788,,https://www.agri-biz.com/company-details/bl-providores/
BLENDS PTE LTD,Food Additives & Flavourings,,,(65) 6264 2738,,https://www.agri-biz.com/company-details/blends-pte-ltd/
BLUE AQUA SEAFOOD PTE LTD,Fish - Farms,Member of SIAS,https://blueaquaint.com,(65) 6481 1722,info@blueaquaint.com,https://www.agri-biz.com/company-details/blue-aqua-seafood-pte-ltd/
BLUE PACIFIC SEAFOOD PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6841 5597,,https://www.agri-biz.com/company-details/blue-pacific-seafood-pte-ltd/
BLUE PARADISE AQUARIUM,Pet Shops,,,(65) 6287 3988,,https://www.agri-biz.com/company-details/blue-paradise-aquarium/
BLUE RIBBON FLORIST & GIFTS,Florists,Member of FAS,,(65) 6270 6028,,https://www.agri-biz.com/company-details/blue-ribbon-florist-gifts/
BN DISTRIBUTION PTE LTD,Food & Beverages - Trading,,,(65) 6896 5360,,https://www.agri-biz.com/company-details/bn-distribution-pte-ltd/
BNF SERVICES PTE LTD,Ornamental Plants - Farms,,,(65) 6383 6118,,https://www.agri-biz.com/company-details/bnf-services-pte-ltd/
BNL SERVICES PTE LTD,Landscaping - Contract & Maintenance,,,(65) 6746 7557,,https://www.agri-biz.com/company-details/bnl-services-pte-ltd/
BODYWORK CLINIC PTE LTD,Animal Clinics,,https://bodyworkclinic.com.sg,(65) 6235 0688,gina@bodyworkclinic.com.sg,https://www.agri-biz.com/company-details/bodywork-clinic-pte-ltd/
BOK SING HARDWARE PAINTS PTE LTD,Landscaping Equipment & Supplies,,,(65) 6560 9670,,https://www.agri-biz.com/company-details/bok-sing-hardware-paints-pte-ltd/
BOLLYWOOD VEGGIES PTE LTD,Vegetables - Farms,,,(65) 6898 5001,,https://www.agri-biz.com/company-details/bollywood-veggies-pte-ltd/
BONCAFE INTERNATIONAL PTE LTD,Coffee,,,(65) 6776 2216,salesenquiry@boncafe.com,https://www.agri-biz.com/company-details/boncafe-international-pte-ltd/
BONCO ENTERPRISE PTE LTD,Landscaping Equipment & Supplies,,,(65) 6793 7805,,https://www.agri-biz.com/company-details/bonco-enterprise-pte-ltd/
BOON KEE & CO,Dried Foods,,,(65) 6841 8818,,https://www.agri-biz.com/company-details/boon-kee-co/
BOON KONG TRADING,Fruits & Vegetables - Importers & Exporters,,,(65) 6762 3532,,https://www.agri-biz.com/company-details/boon-kong-trading/
BOON LAY POWER NASI LEMAK PTE LTD,Foods - Ready to Serve,,,(65) 6266 4466,,https://www.agri-biz.com/company-details/boon-lay-power-nasi-lemak-pte-ltd/
BOON MENG VEGETABLES TRADER,Fruits & Vegetables - Importers & Exporters,,,(65) 6779 5661,,https://www.agri-biz.com/company-details/boon-meng-vegetables-trader/
BOON TAT CATERING & SUPPLY PTE LTD,Fish & Seafood Processing Establishments,,,(65) 6759 6506,,https://www.agri-biz.com/company-details/boon-tat-catering-supply-pte-ltd/
BOON TONG KEE FOOD PROCESSING INDUSTRY PTE LTD,Central Kitchens,,,(65) 6242 1968,,https://www.agri-biz.com/company-details/boon-tong-kee-food-processing-industry-pte-ltd/
BOON TRADING PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6220 7736,,https://www.agri-biz.com/company-details/boon-trading-pte-ltd/
BOONG FOOD PTE LTD,Food Processing & Packing,Member of MTA,,(65) 6904 0828,,https://www.agri-biz.com/company-details/boong-food-pte-ltd/
BOW WOW PET CORNER,Pet Shops,,,(65) 6285 6811,,https://www.agri-biz.com/company-details/bow-wow-pet-corner/
BR AGRIFOOD PTE LTD,Food Products,,,(65) 6909 3505,,https://www.agri-biz.com/company-details/br-agrifood-pte-ltd/
BREAD 'N BETTER PTE LTD,Confectionery & Pastry Products,,,(65) 6265 6350,,https://www.agri-biz.com/company-details/bread-n-better-pte-ltd/
BREADTALK PTE LTD,Confectionery & Pastry Products,,https://breadtalk.com,(65) 6285 6116,enquiry@breadtalk.com,https://www.agri-biz.com/company-details/breadtalk-pte-ltd/
BREWING GOLD PTE LTD,Beverages,,,(65) 6909 5933,,https://www.agri-biz.com/company-details/brewing-gold-pte-ltd/
BRIGHT GARDEN,Fruits & Vegetables - Importers & Exporters,,,(65) 6481 8766,,https://www.agri-biz.com/company-details/bright-garden/
BRIGHT VEGETABLE ENTERPRISE,Fruits & Vegetables - Importers & Exporters,,,(65) 6773 1220,,https://www.agri-biz.com/company-details/bright-vegetable-enterprise/
BRILLANT TIME PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6296 0730,,https://www.agri-biz.com/company-details/brillant-time-pte-ltd/
BRILLIANT FOOD PTE LTD,Snacks,,,(65) 6262 2709,,https://www.agri-biz.com/company-details/brilliant-food-pte-ltd/
BRILLIANT MARKETING PTE LTD,Confectionery & Pastry Products,,,(65) 6694 5500,,https://www.agri-biz.com/company-details/brilliant-marketing-pte-ltd/
BRITISH-AMERICAN TOBACCO (SINGAPORE) PTE LTD,Agricultural Commodities - Others,,https://bat.com,(65) 6338 8998,,https://www.agri-biz.com/company-details/british-american-tobacco-singapore-pte-ltd/
BROADWAY F&B MANAGEMENT PTE LTD,Food Ingredients,,,(65) 6296 2944,,https://www.agri-biz.com/company-details/broadway-fb-management-pte-ltd/
BSS (S) PTE LTD,Packaging Materials,,,(65) 6863 6219,bsspl@singnet.com.sg,https://www.agri-biz.com/company-details/bss-s-pte-ltd/
BTL FOOD TRADING PTE LTD,Meat & Meat Products - Importers & Exporters,,,(65) 6268 6728,,https://www.agri-biz.com/company-details/btl-food-trading-pte-ltd/
BUAN MONG HENG,Fish & Seafood Products - Importers & Exporters,,,(65) 6481 1078,,https://www.agri-biz.com/company-details/buan-mong-heng/
BUCKWHEAT HEALTHCARE PRODUCTS PTE LTD,Health Products,,,(65) 6755 8115,,https://www.agri-biz.com/company-details/buckwheat-healthcare-products-pte-ltd/
BUN PALACE PTE LTD,Bakeries,,,(65) 6659 1483,,https://www.agri-biz.com/company-details/bun-palace-pte-ltd/
BUNGE ASIA PTE. LTD.,Agricultural Marketing,,https://bunge.com,(65) 6730 6100,,https://www.agri-biz.com/company-details/bunge-asia-pte-ltd/
BUREAU VERITAS SINGAPORE PTE LTD,Certification Bodies,,,(65) 6275 2886,office.singapore@bureauveritas.com,https://www.agri-biz.com/company-details/bureau-veritas-singapore-pte-ltd/
C & B AQUARIUM (PTE) LTD,Fish Ornamental - Importers & Exporters,,,(65) 6481 0690,,https://www.agri-biz.com/company-details/c-b-aquarium-pte-ltd/
C M M MARKETING MANAGEMENT PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,https://shengsiong.com.sg,(65) 6895 1888,contact@shengsiong.com.sg,https://www.agri-biz.com/company-details/c-m-m-marketing-management-pte-ltd/
C S TAY FOODS PTE LTD,Meat & Meat Products - Importers & Exporters,,,(65) 6758 7533,,https://www.agri-biz.com/company-details/c-s-tay-foods-pte-ltd/
C T FRESH PTE LTD,Fruits & Vegetables - Importers & Exporters,,,(65) 6779 2694,,https://www.agri-biz.com/company-details/c-t-fresh-pte-ltd/
C W SINGAPORE PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6339 6055,,https://www.agri-biz.com/company-details/c-w-singapore-pte-ltd/
C&W SERVICES OPERATIONS PTE. LTD.,Landscaping - Contract & Maintenance,,,(65) 6876 0088,,https://www.agri-biz.com/company-details/cw-services-operations-pte-ltd/
C.K. OW HOLDINGS PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6222 9867,,https://www.agri-biz.com/company-details/c-k-ow-holdings-pte-ltd/
C.K.H. FOOD TRADING PTE LTD,Noodles,,,(65) 6261 2682,,https://www.agri-biz.com/company-details/c-k-h-food-trading-pte-ltd/
C.T. FREIGHT (S) PTE LTD,Freight Forwarders,,,(65) 6546 9910,,https://www.agri-biz.com/company-details/c-t-freight-s-pte-ltd/
CAFE GALILEE PTE LTD,Food Products,,,(65) 6265 6256,,https://www.agri-biz.com/company-details/cafe-galilee-pte-ltd/
CAIRNHILL METROLOGY PTE LTD,Food Inspection Equipment & Supplies,,https://cairnhill.com,(65) 6890 0041,sales@cairnhill.com,https://www.agri-biz.com/company-details/cairnhill-metrology-pte-ltd/
CALBEE MOH SENG PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6292 1957,,https://www.agri-biz.com/company-details/calbee-moh-seng-pte-ltd/
CAMBERT (F.E.) PTE LTD,Health Food,,,(65) 6775 0600,,https://www.agri-biz.com/company-details/cambert-f-e-pte-ltd/
CANADEC PTE LTD,Fish & Seafood Products - Wholesalers & Traders,Member of MTA,,(65) 6293 3332,,https://www.agri-biz.com/company-details/canadec-pte-ltd/
CANDID WATER COOLER PTE LTD,Water - Bottled,,,(65) 6257 8257,,https://www.agri-biz.com/company-details/candid-water-cooler-pte-ltd/
CANDY FLORICULTURE PTE LTD,Landscaping - Contract & Maintenance,,https://candy.com.sg,(65) 6256 6788,sales@candy.com.sg,https://www.agri-biz.com/company-details/candy-floriculture-pte-ltd/
CANDY WORLD MARKETING (S) PTE LTD,Preserved Foods,,,(65) 6483 1311,,https://www.agri-biz.com/company-details/candy-world-marketing-s-pte-ltd/
CANEASY (INTERNATIONAL) PTE LTD,Fish & Seafood Products - Wholesalers & Traders,Member of SIAS,,(65) 9271 3462,,https://www.agri-biz.com/company-details/caneasy-international-pte-ltd/
CANPOTEX INTERNATIONAL PTE LTD,Fertilisers - Retail/Wholesale,,,(65) 6733 0221,,https://www.agri-biz.com/company-details/canpotex-international-pte-ltd/
CAPITALAND LIMITED,Logistics Support Companies &/Or Facilities,,https://capitaland.com,(65) 6774 1033,ask-us@capitaland.com,https://www.agri-biz.com/company-details/capitaland-limited/
CAPMAR MACHINERY PTE LTD,Food Processing  Equipment & Supplies,,,(65) 6484 0650,,https://www.agri-biz.com/company-details/capmar-machinery-pte-ltd/
CARGILL ASIA PACIFIC HOLDINGS PTE LTD,Feed - Wholesalers & Manufacturers,,,(65) 6243 4059,,https://www.agri-biz.com/company-details/cargill-asia-pacific-holdings-pte-ltd/
CARGILL ASIA PACIFIC HOLDINGS PTE LTD (STARCHES & TEXTURIZING DEPT),Food Additives,,,(65) 6393 5702,,https://www.agri-biz.com/company-details/cargill-asia-pacific-holdings-pte-ltd-starches-texturizing-dept/
CARGO CONTROL PTE LTD,Inspection Services,,,(65) 6278 9661,,https://www.agri-biz.com/company-details/cargo-control-pte-ltd/
CARGO-PARTNER LOGISTICS PTE LTD,Logistics Support Companies &/Or Facilities,,,(65) 6578 5150,,https://www.agri-biz.com/company-details/cargo-partner-logistics-pte-ltd/
CARGOWORLD (S) PTE LTD,Freight Forwarders,,,(65) 6440 6466,cargoworld@cargoworld.com.sg,https://www.agri-biz.com/company-details/cargoworld-s-pte-ltd/
CASIMIRIAN LANDSCAPE PTE LTD,Landscaping - Contract & Maintenance,,,(65) 6570 1081,,https://www.agri-biz.com/company-details/casimirian-landscape-pte-ltd/
CAUSEWAY PACIFIC BUSINESS PTE LTD,Fish & Seafood Products - Importers & Exporters,Member of SIAS,,(65) 6280 0012,,https://www.agri-biz.com/company-details/causeway-pacific-business-pte-ltd/
CAUTHEN TRADING LLP,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6844 3062,,https://www.agri-biz.com/company-details/cauthen-trading-llp/
CAVI-JET (S) PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,https://brazilchurrasco.com,(65) 6467 8175,singapore-6thavenue@brazilchurrasco.com,https://www.agri-biz.com/company-details/cavi-jet-s-pte-ltd/
CEC-COILS SINGAPORE PTE LTD,Kitchen Equipment & Supplies,,https://ceccoils.com,(65) 6222 3321,s.info@ceccoils.com,https://www.agri-biz.com/company-details/cec-coils-singapore-pte-ltd/
CECILIA MINCED & DRIED PORK FOOD TRADING,Meat Processing Establishments,,,(65) 6756 6696,,https://www.agri-biz.com/company-details/cecilia-minced-dried-pork-food-trading/
CELLARBRATION PTE LTD,Liquors & Wine,,,(65) 6222 9191,,https://www.agri-biz.com/company-details/cellarbration-pte-ltd/
CELLMORE (S) PTE LTD,Fish - Farms,Member of SIAS,,(65) 6459 6693,,https://www.agri-biz.com/company-details/cellmore-s-pte-ltd/
CENTAS TRADING,Fruits & Vegetables - Importers & Exporters,,,(65) 6284 6101,,https://www.agri-biz.com/company-details/centas-trading/
CENTURION MARKETING PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6776 9132,,https://www.agri-biz.com/company-details/centurion-marketing-pte-ltd/
CENTURY FREIGHT FORWARDERS (S) PTE LTD,Freight Forwarders,,,(65) 6545 1328,,https://www.agri-biz.com/company-details/century-freight-forwarders-s-pte-ltd/
CENTURY GLOBAL PTE LTD,Fruits & Vegetables - Importers & Exporters,,,(65) 6266 3512,,https://www.agri-biz.com/company-details/century-global-pte-ltd/
CEREALTECH PTE LTD,Confectionery & Pastry Products,,,(65) 6755 5580,,https://www.agri-biz.com/company-details/cerealtech-pte-ltd/
CERES AGRICULTURAL & CHEMICAL CO,Feed - Wholesalers & Manufacturers,,,(65) 6284 9684,,https://www.agri-biz.com/company-details/ceres-agricultural-chemical-co/
CEVA LOGISTICS SINGAPORE PTE LTD,Freight Forwarders,,https://cevelogistics.com,(65) 6727 4222,,https://www.agri-biz.com/company-details/ceva-logistics-singapore-pte-ltd/
CH GLOBAL PTE LTD,Agricultural Commodities - Others,,https://ch.com.sg,(65) 6284 6565,info@ch.com.sg,https://www.agri-biz.com/company-details/ch-global-pte-ltd/
CHAI DISCUS FARM,Aquarium Fish Shops,,,(65) 6459 2672,,https://www.agri-biz.com/company-details/chai-discus-farm/
CHAI HONG PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6892 8589,,https://www.agri-biz.com/company-details/chai-hong-pte-ltd/
CHAI HUAT TRADING PTE LTD,Frozen Foods - Distributors & Wholesalers,,,(65) 6264 6977,ch8888@singnet.com.sg,https://www.agri-biz.com/company-details/chai-huat-trading-pte-ltd/
CHAIM JOO SENG TOWGAY AND SUPPLIES PTE LTD,Vegetables - Farms,,,(65) 6792 2703,,https://www.agri-biz.com/company-details/chaim-joo-seng-towgay-and-supplies-pte-ltd/
CHAMP FUNGI PTE LTD,Fruits & Vegetables - Importers & Exporters,,,(65) 6778 1892,,https://www.agri-biz.com/company-details/champ-fungi-pte-ltd/
CHAN KOK HON VEGETABLES & FRUITS TRADING,Fruits & Vegetables - Importers & Exporters,,,(65) 6779 6498,,https://www.agri-biz.com/company-details/chan-kok-hon-vegetables-fruits-trading/
CHAN SENG HENG PTE LTD,Fruits & Vegetables - Importers & Exporters,Member of SFVA,,(65) 6773 6128,,https://www.agri-biz.com/company-details/chan-seng-heng-pte-ltd/
CHANG CHENG MEE WAH FOOD INDUSTRIES PTE LTD,Fish & Seafood Processing Establishments,,,(65) 6501 5285,,https://www.agri-biz.com/company-details/chang-cheng-mee-wah-food-industries-pte-ltd/
CHANG CHUN FISH DEALER TRADING,Fish & Seafood Products - Importers & Exporters,,,(65) 6564 7273,,https://www.agri-biz.com/company-details/chang-chun-fish-dealer-trading/
CHAOYING COMPANY PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6316 3317,,https://www.agri-biz.com/company-details/chaoying-company-pte-ltd/
CHC FRUITS (CHIT HONG) PTE LTD,Fruits & Vegetables - Importers & Exporters,,,(65) 6773 6880,,https://www.agri-biz.com/company-details/chc-fruits-chit-hong-pte-ltd/
CHEE HOE PTE LTD,Food Products,,,(65) 6273 0616,,https://www.agri-biz.com/company-details/chee-hoe-pte-ltd/
CHEE SONG FROZEN FOOD PTE LTD,Meat Processing Establishments,Member of MTA,,(65) 6742 7354,,https://www.agri-biz.com/company-details/chee-song-frozen-food-pte-ltd/
CHEK HONG LEATHER CO PTE LTD,Leather Goods - Manufacturers & Retailers,,,(65) 6545 3500,chlcpl@singnet.com.sg,https://www.agri-biz.com/company-details/chek-hong-leather-co-pte-ltd/
CHEMEXCO TRADING PTE LTD,Food Chemicals,,,(65) 6288 0293,,https://www.agri-biz.com/company-details/chemexco-trading-pte-ltd/
CHEN JI FOOD HOLDING PTE LTD,Dian Xin,,,(65) 6741 9933,,https://www.agri-biz.com/company-details/chen-ji-food-holding-pte-ltd/
CHEN WA LANDSCAPE PTE LTD,Ornamental Plants - Farms,,https://chenwa.com.sg,(65) 6316 3506,chenwa@singnet.com.sg,https://www.agri-biz.com/company-details/chen-wa-landscape-pte-ltd/
