company_name,category,website,phone,email,description,letter,source,source_url
INNOGREEN SOLUTION PTE LTD,Light Emitting Diodes (LEDs),https://innogreen.com.sg,(65) 6352 3313,sales@innogreen.com.sg,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INNOPLAS PRODUCTS PTE LTD,Plastic - Engineering,https://innovativepolymers.com,(65) 6844 0805,sales@innoplasproducts.com,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INNOVATIVE POLYMERS PTE LTD,Plastic - Engineering,https://innovativepolymers.com,(65) 6844 0805,sales@innovativepolymers.com,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INOUT ENTERPRISE PTE LTD,Clean Room Supplies & Equipment,https://inout.com.sg,(65) 6276 6123,sales@inout.com.sg,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INOVA MICROSYSTEMS PTE LTD,Electronic Hardware,https://inovamicro.com,(65) 6570 3826,fabio@inovamicro.com,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INOVUUS TECHNOLOGIES PTE LTD,Computer Systems,https://inovuus.com,(65) 6767 1767,enquiry@inovuus.com,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INSPIRAZ TECHNOLOGY PTE LTD,Coatings,https://inspiraz.com.sg,(65) 6297 0880,sales@inspiraz.com.sg,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INSPIRE SEIKI PTE LTD,Robotics & Automation Equipment,https://hi-more.com,(65) 6747 1066,inspire@pacific.net.sg,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INSPIRE-TECH PTE LTD,Computer Systems,https://inspire-tech.com,(65) 6255 0010,enquiry@inspire-tech.com,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
"INSTITUTE OF MICROELECTRONICS, A*STAR",Research & Development Centres/Institutes,,(65) 6501 1800,,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INTACT PACIFIC INTERNATIONAL PTE LTD,Semiconductors,https://intactpacific.com.sg,(65) 6255 3475,sales@intactpacific.com.sg,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INTEC PRECISION EQUIPMENT PTE LTD,Metrology Instruments,https://intecsg.com,(65) 6862 1090,intec@intecsg.com,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INTECH TECHNOLOGIES INTERNATIONAL (S) PTE LTD,Integrated Circuit Assembly & Test,https://intech-technologies.com,(65) 6288 1246,sales@intech-technologies.com,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INTED LIMITED LIABILITY PARTNERSHIP,Computer Software - CAD/CAM/CAE/PLM,https://inted.sg,(65) 9232 1019,benghuat@inted.sg,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INTEGRAL SERVICE SOLUTION (ISS) PTE LTD,Gauges,https://integral-ss.com,(65) 6483 2267,enquiry@integral-ss.com,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INTELSAT SINGAPORE PTE LTD,Communication Equipment & Parts,,(65) 6572 5450,,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INTER POWER ENGINEERING PTE LTD,Metal Fabrication,https://ipegroup.asia,(65) 6481 9960,stlee@ipe-engrg.com,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INTERCORP SOLUTIONS PTE LTD,IT Solutions - Security,,(65) 6844 1488,enquiries@intercorpsolutions.com,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INTERHORIZON CORPORATION PTE LTD,Printed Circuit Board Assemblies,https://interhorizon.com.sg,(65) 6744 4222,fimacc@singnet.com.sg,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
JTU PTE LTD,Electronic Equipment & Supplies,https://jtugroup.com,(65) 6547 5450,sales@jtugroup.com,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
J & D PLASTIC MOULD PTE LTD,Mould Making,,(65) 6747 3302,,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
J-TECH MACHINERY TRADING PTE LTD,Machining & Machining Parts,https://jtech.com.sg,(65) 6283 9906,sales@jtech.com.sg,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
J.P. ELECTRONICS PTE LTD,Electronic Components,https://jpegroup.com,(65) 6383 5861,sales@jpegroup.com,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JABIL CIRCUIT (SINGAPORE) PTE LTD,Contract Manufacturing,https://jabil.com,(65) 6871 8200,,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JADASON ENTERPRISES LTD,Printed Circuit Board Equipment & Supplies,https://jadason.com,(65) 6383 1800,enquiry@jadason.com,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JAE SINGAPORE PTE LTD,"Connectors, Sockets & Pins",https://jae-connector.com,(65) 6748 1332,uragou@jae.com.sg,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JAG COMPONENTS PTE LTD,Semiconductors,https://jag.sg,(65) 6749 5663,sales@jag.sg,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JCS-ECHIGO PTE LTD,Clean Room Supplies & Equipment,https://jcs-echigo.com.sg,(65) 6368 4198,sales@jcs-echigo.com.sg,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JEC TECHNOLOGY PRIVATE LIMITED,Printed Circuit Board Assemblies,,(65) 6569 0178,,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JENSEN ELECTRONICS SUPPLY,"Connectors, Sockets & Pins",,(65) 6299 6889,,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JEOL ASIA PTE LTD,Semiconductor Wafer Fabrication & Testing Equipment,https://jeol.co.jp,(65) 6565 9989,jeolasia@singnet.com.sg,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JEP INDUSTRADES PTE LTD,Machining & Machining Parts,,(65) 6241 2522,info@jep.com.sg,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JETSEA LOGISTICS (S) PTE LTD,Freight Forwarding,https://jetsea.com.sg,(65) 6542 2500,sales@jetsea.com.sg,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JFL ELECTRONICS PTE LTD,Electronic Components,https://jfl.com.sg,(65) 6382 5551,jflel@singnet.com.sg,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JHJ INTERNATIONAL LOGISTICS (S) PTE LTD,Freight Forwarding,,(65) 6542 2112,,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JHP TECHNOLOGY PTE LTD,Precision Machining,https://jhp-tech.com.sg,(65) 6752 8393,sales@jhp-tech.com.sg,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JIN GANG ELECTRIC HEATERS MFY PTE LTD,Heating Elements & Sensors,,(65) 6756 1800,sales@jingangelectric.com,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JIN MEEH ENGINEERING TRADING (S) PTE LTD,Tools & Dies,,(65) 6862 3255,,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JING DA ENGINEERING PTE LTD,Engineering Services,,(65) 6481 0401,ask@jingda.com.sg,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JIS PRECISION ENGINEERING PTE LTD,Precision Machining,,(65) 6755 1733,,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JJ-LAPP (S) PTE LTD,Wire & Cable Harnesses,https://jj-lappcable.com,(65) 6508 6200,sales_jjls@jjsea.com,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JOHN WHILE SPRINGS (S) PTE LTD,Springs & Wireforms,https://jwspring.com,(65) 6749 0748,med-tech@jwsprings.com,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JOO HUAT ENGINEERING (PTE) LTD,Precision Machining,,(65) 6292 6177,,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JOVAN TECH PTE LTD,Contract Manufacturing,https://jovantech.com,(65) 6565 8200,sales@jovantech.com,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JQS PTE LTD,Crystal Filters & Oscillators,,(65) 6273 1088,jqs@jqs.com.sg,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JSB TECH PTE LTD,Precision Injection Moulding,https://jsbtech.com,(65) 6397 5028,info@jsbtech.com,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JST COMPONENTS (S) PTE LTD,"Connectors, Sockets & Pins",https://jst-mfg.com,(65) 6743 0405,,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JUBILEE INDUSTRIES (S) PTE LTD,Plastic Injection Moulding,,(65) 6311 2900,enquiry@jihldgs.com,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JUKEN TECHNOLOGY LTD,Plastic Parts & Components,https://jukentech.com,(65) 6542 3033,enquiries@jukentech.com,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JULABO SINGAPORE PTE LTD,Chillers & Cryogenic Equipment,https://julabo.com,(65) 6775 1516,info@julabo-singapore.com,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JUNGBUNZLAUER SINGAPORE PTE LTD,Chemicals - Electronic,https://jungbunzlauer.com,(65) 6337 2300,office-sgp@jungbunzlauer.com,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JUSTLOGIN PTE LTD,Communication Systems,https://justlogin.com,(65) 6476 5330,info@justlogin.com,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
JVCKENWOOD TECHNOLOGIES SINGAPORE PTE LTD,Communication Equipment & Parts,,(65) 6690 1111,radiosales@kets-kenwood.com.sg,,J,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=J
KITAGAWA ELECTRONICS (SINGAPORE) PTE LTD,Electromagnetic Interference Shielding Materials,https://techno-kitagawa.com,(65) 6560 6511,sales@kitagawa.com.sg,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KA SHIN TECHNOLOGIES (S) PTE LTD,Tools & Dies,https://kashin.sg,(65) 6252 7446,info@kashin.sg,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KABELITE PTE LTD,Computer Peripherals,https://kabelite.com,(65) 6747 4872,sales@kabelite.com,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KAGA (SINGAPORE) ELECTRONICS PTE LTD,Semiconductors,,(65) 6533 1201,bernus@kaga-s.com,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KANTO KAGAKU SINGAPORE PTE LTD,Chemicals - Electronic,https://kanto.com.sg,(65) 6266 6650,info@kanto.com.sg,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KASTURI TECHNOLOGY PTE LTD,Communication Systems,,(65) 6743 9734,,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KAWARIN ENTERPRISE PTE LTD,Stainless Steel Fabricators,https://kawasho.co.jp,(65) 6861 5508,sales@kawarin.com.sg,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KAWATA PACIFIC PTE LTD,Plastic Moulding & Secondary Processes,https://kawatapacific.com.sg,(65) 6286 8817,inquiry@kawatapacific.com.sg,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KAY'S MANUFACTURING PTE LTD,Metal Stamping & Fineblanking,,(65) 6742 8844,,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KBG CONTRACT MACHINING PTE LTD,Precision Machining,,(65) 6863 0091,kwek@kbg.sg,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KCE SINGAPORE PTE LTD,Printed Circuit Boards (PCBs),https://kce-hq.com,(65) 6748 5603,kcesin@singnet.com.sg,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KCL ELECTRONICS PTE LTD,Adhesives & Encapsulants,https://kclelectronics.com,(65) 6748 8977,sales@kclelectronics.com,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KEC SINGAPORE PTE LTD,Display Devices,,(65) 6748 7372,kec_sg@kec.co.kr,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KEI & WAH ENGINEERING PTE LTD,Precision Machining,https://knwah.com,(65) 6745 2277,knwah@knwah.com,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KEMET ELECTRONICS MARKETING (S) PTE LTD,Capacitors,https://kemet.com,(65) 6244 7800,gemintan@kemet.com,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KEMET FAR EAST PTE LTD,Abrasives,,(65) 6482 0990,sales@kemet.com.sg,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KEMILINKS INTERNATIONAL PTE LTD,Communication Systems,,(65) 6748 1619,sales@kemilinks.net,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KENDA TECHNOLOGIES PTE LTD,Customised Automation Equipment Builders,https://kenda.net,(65) 6543 1183,kendasg@kenda.net,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KENNAMETAL (SINGAPORE) PTE LTD,Tools & Dies,,(65) 6265 9222,k-sg.sales@kennametal.com,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KENNY MACHINERY TRADING PTE LTD,Machine Tools,,(65) 6636 4217,knwah@knwah.com,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KENSHI SINGAPORE PTE LTD,Semiconductor Testing Equipment,,(65) 6778 3177,,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KES SYSTEMS & SERVICE (1993) PTE LTD,Burn-In Boards,https://kes.93.com,(65) 6272 5842,chris.tong@sunright.com,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KESTER COMPONENTS PTE LTD,Soldering Fluxes & Chemicals,https://kester.com,(65) 6449 1133,kester.asia.cs@kester.com,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KETECA SINGAPORE (PTE) LTD,"Inspection Systems, Equipment & Accessories",https://keteca.com,(65) 6749 3318,salesmktg@keteca.com.sg,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KEYENCE SINGAPORE PTE LTD,Sensors,https://keyence.com.sg,(65) 6392 1011,info@keyence.com.sg,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KIAN HO BEARINGS LTD,Seals - O Rings,https://kianho.com.sg,(65) 6287 5866,kianho@singnet.com.sg,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KIAN SENG HARDWARE TRADING PTE LTD,Electronic Equipment & Supplies,https://kianseng.com,(65) 6748 7144,info@kianseng.com,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KIAN SOON MECHANICAL COMPONENTS PTE LTD,Fasteners,https://kiansoon.com.sg,(65) 6291 1177,sales@kiansoon.com.sg,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KIM ANN ENGINEERING PTE LTD,Heat Treatment Services,https://kimann.com,(65) 6230 2697,localsales@kimann.com,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KIM HWEE INDUSTRIAL TECHNOLOGY PTE LTD,Precision Machining,,(65) 6268 9081,sales@kimhwee.com.sg,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KINERGY CORPORATION LTD,Contract Manufacturing,https://kinergy.com.sg,(65) 6481 0211,BDG@kinergycorp.com,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KISCO (ASIA) PTE LTD,Chemicals - Electronic,https://kisco-net.com.sg,(65) 6255 3188,mitsur-u@kisco-net.com.my,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KISTLER INSTRUMENTS (PTE) LTD,Sensors,https://kistler.com,(65) 6570 5377,sales.sg@kistler.com,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KNIGHT AUTO PRECISION ENGINEERING PTE LTD,Tools & Dies,,(65) 6566 8801,inquiry@knightap.com,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KOA DENKO (S) PTE LTD,Electronic Components,https://koaspore.com.sg,(65) 6339 5151,ksp@koanet.co.jp,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KOEI TOOL SINGAPORE PTE LTD,Mould Making & Related Services,,(65) 6268 5591,koeitool@singnet.com.sg,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KOFAX SINGAPORE PTE LTD,Computer Systems,,(65) 6278 7662,info@kofax.com,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KOHLER UNINTERRUPTIBLE POWER (SOUTH EAST ASIA REGIONAL OFFICE),Uninterruptible Power Supplies,,(65) 6302 0702,,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KOILKRAFT CORPORATION PTE LTD,Coils,,(65) 6848 7250,sales@koilkraft-asia.com,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KOKI (SINGAPORE) PTE LTD,Soldering Equipment,,(65) 6741 4252,,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KONG HENG METAL POLISHING CO,Electroplating,,(65) 6481 1919,kongheng.metal@pacific.net.sg,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KONGSBERG TECHNOLOGY (S) PTE LTD,Clean Rooms - Installation & Equipment,,(65) 6397 4144,admin@kongsberg.sg,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KONICA MINOLTA SENSING SINGAPORE PTE LTD,Electronic Instruments - Measuring,https://konicaminolta.com,(65) 6563 5533,ssg@gcp.konicaminolta.com,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KONTAKT INTERNATIONAL PTE LTD,Broadcasting Equipment & Supplies,,(65) 6631 8470,info@kontakt.com.sg,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KOWA LAB ENGINEERING PTE LTD,Clean Rooms - Installation & Equipment,,(65) 6481 3933,,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KOWSAN ENGINEERING WORKS,Engineering Services,,(65) 6268 9190,,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KROMAX SOUTH ASIA PTE LTD,Semiconductors,https://ksa.kromax.com,(65) 6720 0203,online_enquiry@kromax.com,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KUKA INDUSTRIES SINGAPORE PTE LTD,Robotics & Automation Equipment,https://reisrobotics.com.sg,(65) 6686 3989,sg-ind-info@kuka.com,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KULICKE & SOFFA PTE LTD,Semiconductor Equipment,https://kns.com,(65) 6880 9600,kctan@kns.com,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
KYOWA SINGAPORE PTE LTD,Electroplating,https://kys.com.sg,(65) 6863 2101,sales@kys.com.sg,,K,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=K
LTC PRECISION PTE LTD,Engineering Services,https://ltc-sg.com,(65) 6481 9169,sales@ltc-sg.com,LTC Precision Pte Ltd offer comprehensive manufacturing and engineering services in the area of hard metals and engineering plastics machining to a wide range of...,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LABEL-LINE CORPORATION PTE LTD,Labels,https://label-line.com.sg,(65) 6295 4321,sales@label-line.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LAI SPRINGS & METAL MANUFACTURING PTE LTD,Springs & Wireforms,,(65) 6282 8415,,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LAIRD TECHNOLOGIES (SEA) PTE LTD,Gaskets,https://lairdtech.com,(65) 6243 8022,Laird.SEA-Sales@dupont.com,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LANGDALE E3 PTE LTD,Wireless Products & Services,https://langdale.net,(65) 6352 2919,sales@office.langdale.net,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LANTONE SYSTEMS PTE LTD,Consultants,https://voip.com.sg,(65) 6227 1149,info@lantone.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
