company_name,address,postal_code,tel,fax,email,website,description,source_url
Green Capsule Organics Pte Ltd,61 Ubi Road 1 #01-23 Oxley Bizhub 1Singapore 408727,408727,+65 6702 7009,+65 6702 7010,alice@greencapsule.com.sg,https://www.organic7days.com/,"We are a personable food and beverage wholesaler who began our import and distribution business with organic, cold pressed virgin coconut oil, coconut-based foods and personal care products for hair and skin. Since then, we have grown to include a variety of trending superfoods such as organic seeds, grains, dried fruits and exotic nuts mix. Vegetable enzymes, Apple Cider Vinegar, healthy green noodles and other herb seasonings complete our portfolio. We also branch out into baby foods was the n",https://www.sfma.org.sg/member/info.php?cid=green-capsule-organics-pte-ltd
Growers Agri Pte Ltd,95A Frankel AvenueSingapore 458221,458221,+65 6322 3595,+65 6322 3595,jimmy.soh@growersagri.com,https://www.growersagri.com/,"Growers Agri Pte Ltd is a Singapore-based agrifood company specializing in contract farming and processing of premium quality rice in Vietnam, Thailand, and India. With a commitment to providing the finest quality rice, we have established ourselves as a trusted supplier in the industry. Our products are distributed worldwide to key markets such as North America, Europe, the Middle East, Africa, Hong Kong, Australia and within Singapore. Our mission is to build a sustainable agricultural system ",https://www.sfma.org.sg/member/info.php?cid=growers-agri-pte-ltd
Growthwell Singapore Pte Ltd,1002 Tai Seng Ave #01-2540Singapore 534409,534409,+65 6289 6068,+65 6285 3133,enquiry@growthwellfoods.com,https://www.growthwellfoods.com/,"Growthwell Singapore Pte Ltd (formerly known as Zhong Yong Pte Ltd) is a manufacturer of vegetrain food products. Our customers include wet markets, stalls, temples, schools and supermarkets. We have also penetrate international markets such as Australia, New Zealand, Mauritius, Thailand, Indonesia etc.",https://www.sfma.org.sg/member/info.php?cid=growthwell-singapore-pte-ltd
GS Asia Enterprise Pte Ltd,15 Jalan Tepong #03-15 Jurong Food HubSingapore 619336,619336,+65 6978 9263,-,support@yonglefoods.com,https://www.yonglefoods.com/,Manufacturer of frozen food,https://www.sfma.org.sg/member/info.php?cid=gs-asia-enterprise-pte-ltd
Ha Li Fa Pte Ltd,257 Pandan LoopSingapore 128434,128434,+65 6773 6209,+65 6774 2010,sales@halifa-bobo.com,http://www.halifa-bobo.com/,"Ha Li Fa Pte Ltd is a well-established company that is known for manufacturing fish balls and fish cakes under the brand BoBo. Over the years, the range of products has expanded to other Surimi-based products like Seafood Balls, Chicken Series like Chicken Cheese Meat Balls, Chicken Sausages, Ready-to-Eat Sausages and Hams, just to name a few. Ha Li Fa's in-house logistics network, manufacturing and production processes are kept at the highest and strictest standards with ISO 9001 and HACCP cert",https://www.sfma.org.sg/member/info.php?cid=ha-li-fa-pte-ltd
Hai's Pte Ltd,50 Gambas Crescent #01-03 Proxima@GambasSingapore 757022,757022,+65 6752 8588,+65 6758 9288,enquiry@hais.com.sg,http://www.hais.com.sg/,"Hai's is a leading Sauce & Paste manufacturer in Singapore. We provide trusted OEM Services to food companies around the globe. From customised pastes, to sauces, soups, jams and more, each is customised according to customers' preferences. Our customised food service packs and retail packs have been well-received by numerous kitchen outlets and supermarkets in the region. For a taste of authentic Singaporean and Peranakan flavours, traditional recipes that have withstood the test of time, and e",https://www.sfma.org.sg/member/info.php?cid=hais-pte-ltd
Hao Mart Pte Ltd,25 Changi South St. 1Singapore 486059,486059,+65 6238 8882,-,enquiries@haomart.com.sg,http://www.haomart.com.sg/,"HAO mart is a chain of convenience stores and supermarkets in Singapore under the HAO Group, which begun its establishment in 2016. Although it is one of the youngest players in the market, HAO mart expanded aggressively, and now have opened 46 outlets within three years of operations. When HAO mart first entered the market, it positioned itself as a 'super-mini-mart' where benefits of a supermarket and a convenience store are offered simultaneously to its patrons – that being carrying an extens",https://www.sfma.org.sg/member/info.php?cid=hao-mart-pte-ltd
Hara Hong Kong Tim Sum Pte Ltd,30 Senoko DriveSingapore 758215,758215,+65 6756 6636,+65 6759 7192,harahkts@singnet.com.sg,https://www.harahktimsum.com.sg/,Manufacturer of pau and tim sum products,https://www.sfma.org.sg/member/info.php?cid=hara-hong-kong-tim-sum-pte-ltd
Harmony Foods Pte Ltd,15 Woodlands Loop #02-19Singapore 738322,738322,+65 6756 2916,+65 6257 3836,info@harmonyfoods.com.sg,http://www.harmonyfoods.com.sg/,"Harmony Foods was founded in 1996 and ever since then, we have grown rapidly and extensively in the FMCG sector. We strive to provide quality fresh fruits refreshment as we understand that nowadays it can be difficult to eat well and live healthily for many due to their hectic schedules. Thus, we came up with products which could be purchased easily off the counter for customers who have difficulties living a healthy lifestyle by giving the body the required nutrition. Our business model is to p",https://www.sfma.org.sg/member/info.php?cid=harmony-foods-pte-ltd
Haur Tar Company Pte Ltd,18 Tampines Industrial Crescent #02-11A Space @ TampinesSingapore 528605,528605,+65 6441 4488 / +65 6441 4489,+65 6241 9250,narcissu@singnet.com.sg,-,,https://www.sfma.org.sg/member/info.php?cid=haur-tar-company-pte-ltd
Hen Tick Foods Pte Ltd,25 Chin Bee RoadSingapore 619831,619831,+65 6268 1576,+65 6268 5259,sales@hentick.com.sg,https://www.hentick.com.sg/,"The innovative fresh frozen food company delivering value, convenience and variety. Hen Tick Foods is the fresh frozen food company committed to convenience, value and variety. We are located in Jurong with a purpose built facility equipped with cold storage warehousing, frozen food processing and packaging, and a showroom with a test kitchen. Our fleet of refrigerated trucks delivers island-wide. We are an importer/exporter/wholesaler and distributor of frozen food products. Our suppliers are s",https://www.sfma.org.sg/member/info.php?cid=hen-tick-foods-pte-ltd
Heng Ee Foodstuff Supplies,20 Bukit Batok Crescent #11-22 Enterprise CentreSingapore 658080,658080,+65 6456 3565,+65 6453 1182,sales@hengee.com.sg,http://www.hengee.com.sg/,"We are a Singapore based sauce manufacturer, wholesale trading and food services company. Established in 1979, we started with door-to-door sales of sauces to households. We now have our own manufacturing and packaging lines and established network with local and overseas OEMs. We are ISO 22000 and bizSAFE level 3 certified. We manufacture our own Jade Dragon line of sauces and distribute more than 2000 other types and brands of herbs, dried goods, sauces, kitchen disposables and condiments to m",https://www.sfma.org.sg/member/info.php?cid=heng-ee-foodstuff-supplies
Heng Guan Food Industrial Pte Ltd,38 Woodlands TerraceSingapore 738455,738455,+65 6759 3688,+65 6759 1198,sales@hgf.com.sg,http://www.hengguanfood.com/,"Established in 1994, Heng Guan Food Industrial Pte Ltd is one of the largest Coconut Milk Manufacturer in Singapore, specializing in the Pasteurised of Fresh Coconut milk products with affiliate manufacturing facilities in Malaysia and Batam Indonesia. ""Heng Guan"" as we are more popularly known, has become renowned in its core business as a pioneer manufacturer and exporter of Coconut Milk, Coconut Cream and other related products. Being in the business of food commodities, we believe that the a",https://www.sfma.org.sg/member/info.php?cid=heng-guan-food-industrial-pte-ltd
Hiap Chen Food Products Pte Ltd,12 Woodlands TerraceSingapore 738437,738437,+65 6257 8128,+65 6756 0313,-,-,"Hiap Chen Food Products Pte Ltd is a Singapore food company specialised in producing high quality Halal carrot cake with many years of experience in supplying various food products to food establishments, restaurants and hawker stalls.",https://www.sfma.org.sg/member/info.php?cid=hiap-chen-food-products-pte-ltd
Hiap Giap Food Manufacture Pte Ltd,54 Woodlands TerraceSingapore 738463,738463,+65 6280 0361,-,sales@hiapgiapfood.com.sg,http://www.hiapgiapfood.com.sg/,"Keeping Traditions since 1968 - A Singapore company, Hiap Giap Food manufactures oriental traditional noodles and noodle related products. - Besides producing popular range of noodles, we cater to the discerning chef seeking for that unique texture and taste in their staple ingredient. Its manufacturing facility in Singapore produces fresh noodles and dumpling skin. Hiap Giap also maintains a production facility in Malaysia manufacturing dry noodles.",https://www.sfma.org.sg/member/info.php?cid=hiap-giap-food-manufacture-pte-ltd
Highlanders International Pte Ltd,65 Sims Avenue #09-02B Yi Xiu Factory BuildingSingapore 387418,387418,+65 6288 3880,+65 6288 6355,enquiry@highlanders.com.sg,http://www.highlanders.com.sg/,"Highlanders International Pte Ltd is a food manufacturing company well-known in the Asian region for its original brown rice products. The company has won numerous awards for their healthy and wholesome Brown Rice Tea and Rainbow Rice and these products have been exported to various countries such as Australia, Hong Kong, Malaysia and Philippines.",https://www.sfma.org.sg/member/info.php?cid=highlanders-international-pte-ltd
Hock Lian Huat Foodstuff Industry Pte Ltd,3017 Bedok North St 5 #05-28/29 Gourmet East KitchenSingapore 486121,486121,+65 6445 5411,+65 6443 5412,williamtan@hlhfoods.com,http://www.hlhfoods.com/,"The Hock Lian Huat Story Spans Three Generations It started in 1928 when our late founder Mr. Tan Gim Teh who was from Zhangzhou, China - a new migrant to Singapore, he made a living as a mobile hawker selling Five Spice Meat Roll and Crispy Prawn Crackers (Also known as Ngoh Hiang Hae Piah in Teochew Language) from his well-kept family recipe. In 1964, Tan Gim Teh's youngest son, Mr. Tan Ah Lay, took over the reins. He converted his father's mobile hawker business into a production kitchen at X",https://www.sfma.org.sg/member/info.php?cid=hock-lian-huat-foodstuff-industry-pte-ltd
Hock Seng Food Pte Ltd,267 Pandan LoopSingapore 128439,128439,+65 6595 9222,+65 6779 0186,bizopp@hosengroup.com,http://www.hosengroup.com/,"Hock Seng is an importer, exporter and distributor of FMCG. Founded in 1970s, Hock Seng is now one of the leading distributor in the dry goods sector in Singapore. We provide customized sales, marketing and logistics solutions to our clients and principals since 1980s and we currently service more than 3000 delivery points in the FMCG sector.",https://www.sfma.org.sg/member/info.php?cid=hock-seng-food-pte-ltd
Hock Wong Foodstuff Pte Ltd,248 Balestier RoadSingapore 329707,329707,+65 9146 9879,-,sales@hockwong.com.sg,https://www.hockwong.com.sg/,"Hock Wong is a traditional Chinese meat processing company based in Singapore. Our main product is Bak Kwa (Traditional Roast Meat) , packed with our iconic Ciashen gift box. We use quality ingredients and traditional recipes to produce Bak Kwa. Each piece of Bak Kwa is also vacuum-packed individually so as to maintain freshness and taste. We have 2 retail outlets located at the heart of Singapore catering for the retail market and a factory production for packaging and overseas export. Addition",https://www.sfma.org.sg/member/info.php?cid=hock-wong-foodstuff-pte-ltd
Home's Favourite Pte Ltd,15 Jalan Tepong #04-09 Jurong Food HubSingapore 619336,619336,+65 6272 2028,+65 6265 4726,info@homesfavourite.com,http://www.homesfavourite.com/,"We are specialized in cookies and durian pastries. Especially our 100% pure durian mooncakes and unique varieties like Lychee, Durian, Hae Bee Hiam, Macadamia cookies etc. We provide OEM service to established brands locally and oversea. Looking for partners to export our pastries globally.",https://www.sfma.org.sg/member/info.php?cid=homes-favourite-pte-ltd
Hong Guan Marine Products Pte Ltd,16 Wholesale Centre #01-98 Pasir Panjang Wholesale CentreSingapore 110016,110016,+65 6775 2929,+65 6777 1124,sales@hongguanmp.com.sg,https://www.hongguanmp.com.sg/,"Hong Guan Marine Products Pte Ltd is one of Singapore's leading wholesaler and importer of dried goods, agricultural products, seafood and spices. We have been supporting food manufacturers/factories, supermarkets, food packing companies, restaurants and other food services businesses in Singapore's F&B scene for the past 20-30 years. Our main priorities are to build and maintain trust with our customers and ensure they have a stable supply of quality and cost-competitive goods.",https://www.sfma.org.sg/member/info.php?cid=hong-guan-marine-products-pte-ltd
